Day,Start Time,End Time,Area,Floor,Prediction,Level,Predicted Max,Low Minutes,Medium Minutes,High Minutes,15min Predicted Counts
Friday,08:15,08:29,C,F1,High,High,53,0,11,4,"[45, 49, 42, 41, 43, 40, 40, 50, 50, 45, 53, 52, 52, 48, 51]"
Friday,08:15,08:29,CD Walkway,F1,Low,Low,29,15,0,0,"[22, 24, 27, 29, 24, 24, 28, 23, 23, 21, 23, 22, 24, 24, 27]"
Friday,08:15,08:29,D,F1,Low,Low,30,14,1,0,"[23, 23, 23, 24, 23, 22, 26, 27, 30, 20, 19, 23, 25, 27, 25]"
Friday,08:15,08:29,DE Walkway,F1,Low,Low,30,14,1,0,"[26, 24, 23, 21, 21, 23, 24, 28, 30, 23, 21, 25, 23, 23, 22]"
Friday,08:15,08:29,E,F1,Low,Low,26,15,0,0,"[26, 26, 26, 22, 26, 26, 22, 22, 20, 19, 22, 21, 19, 20, 22]"
Friday,08:15,08:29,A Corridor,F2,Low,Low,26,15,0,0,"[21, 23, 25, 25, 23, 26, 23, 25, 24, 24, 26, 24, 23, 22, 24]"
Friday,08:15,08:29,"B (LT21,22)",F2,Low,Low,29,15,0,0,"[22, 22, 28, 26, 29, 27, 25, 21, 22, 25, 26, 28, 22, 22, 23]"
Friday,08:15,08:29,BC Walkway,F2,High,High,56,0,6,9,"[47, 47, 51, 55, 56, 49, 49, 53, 55, 53, 51, 42, 44, 51, 52]"
Friday,08:15,08:29,C,F2,Low,Low,29,15,0,0,"[29, 29, 26, 21, 19, 19, 23, 22, 22, 25, 26, 22, 25, 20, 20]"
Friday,08:15,08:29,CD Walkway,F2,Low,Low,32,13,2,0,"[22, 23, 25, 25, 28, 32, 28, 22, 25, 24, 25, 25, 26, 28, 30]"
Friday,08:15,08:29,D,F2,High,High,55,0,13,2,"[55, 46, 46, 46, 48, 47, 50, 50, 43, 44, 43, 39, 48, 53, 50]"
Friday,08:15,08:29,DE Walkway,F2,High,High,55,0,10,5,"[55, 55, 53, 50, 51, 52, 44, 43, 45, 46, 45, 48, 49, 48, 39]"
Friday,08:15,08:29,E,F2,Low,Low,19,15,0,0,"[16, 16, 16, 13, 8, 10, 8, 19, 19, 17, 16, 14, 12, 9, 14]"
Friday,08:15,08:29,Student Services,F2,High,High,54,0,11,4,"[42, 41, 38, 37, 38, 42, 45, 40, 39, 44, 43, 51, 54, 53, 53]"
Friday,08:15,08:29,Library,F2,Low,Low,18,15,0,0,"[18, 16, 16, 13, 15, 14, 11, 10, 10, 9, 11, 10, 12, 16, 17]"
Friday,08:30,08:44,Amphitheatre,F1,High,High,53,0,13,2,"[42, 40, 39, 47, 49, 50, 49, 53, 50, 44, 46, 48, 48, 50, 51]"
Friday,08:30,08:44,A Entrance,F1,Low,Low,29,15,0,0,"[22, 21, 29, 28, 29, 28, 24, 27, 25, 25, 24, 25, 20, 21, 21]"
Friday,08:30,08:44,A,F1,Low,Low,28,15,0,0,"[20, 20, 20, 23, 27, 27, 28, 25, 23, 26, 26, 25, 24, 25, 23]"
Friday,08:30,08:44,AB Walkway,F1,Medium,Medium,50,0,15,0,"[40, 43, 47, 45, 44, 41, 43, 49, 46, 42, 50, 47, 45, 43, 44]"
Friday,08:30,08:44,B,F1,High,High,53,0,13,2,"[47, 50, 47, 43, 47, 39, 45, 45, 50, 53, 51, 49, 45, 43, 45]"
Friday,08:30,08:44,BC Walkway,F1,High,High,54,0,13,2,"[53, 54, 45, 40, 39, 40, 45, 45, 45, 45, 39, 41, 45, 45, 47]"
Friday,08:30,08:44,C,F1,High,High,52,0,13,2,"[50, 50, 45, 46, 42, 43, 43, 46, 51, 52, 50, 44, 44, 44, 44]"
Friday,08:30,08:44,CD Walkway,F1,Low,Low,32,11,4,0,"[26, 25, 28, 32, 31, 26, 25, 27, 20, 20, 30, 23, 25, 28, 30]"
Friday,08:30,08:44,D,F1,Low,Low,32,11,4,0,"[32, 31, 31, 29, 28, 30, 22, 25, 28, 29, 29, 29, 24, 25, 21]"
Friday,08:30,08:44,DE Walkway,F1,Low,Low,30,14,1,0,"[21, 20, 25, 29, 29, 26, 27, 26, 25, 25, 26, 28, 25, 29, 30]"
Friday,08:30,08:44,E,F1,Low,Low,28,15,0,0,"[21, 21, 23, 23, 26, 28, 25, 23, 20, 21, 22, 24, 26, 24, 26]"
Friday,08:30,08:44,A Corridor,F2,Low,Low,31,14,1,0,"[31, 28, 25, 23, 26, 26, 25, 25, 26, 23, 22, 22, 29, 27, 28]"
Friday,08:30,08:44,"B (LT21,22)",F2,Low,Low,32,10,5,0,"[27, 31, 30, 25, 29, 28, 28, 28, 24, 27, 32, 31, 30, 28, 24]"
Friday,08:30,08:44,BC Walkway,F2,Medium,Medium,45,0,15,0,"[41, 39, 39, 39, 42, 41, 45, 43, 37, 37, 41, 42, 36, 36, 34]"
Friday,08:30,08:44,C,F2,Low,Low,26,15,0,0,"[26, 26, 25, 20, 21, 22, 23, 22, 23, 22, 22, 24, 21, 22, 24]"
Friday,08:30,08:44,CD Walkway,F2,Low,Low,30,14,1,0,"[27, 26, 28, 20, 22, 22, 24, 24, 30, 29, 25, 27, 24, 22, 21]"
Friday,08:30,08:44,D,F2,High,High,53,0,12,3,"[51, 53, 49, 45, 45, 42, 42, 50, 50, 48, 42, 45, 44, 40, 52]"
Friday,08:30,08:44,DE Walkway,F2,Medium,Medium,46,0,15,0,"[45, 45, 46, 38, 42, 41, 41, 41, 42, 45, 44, 45, 42, 42, 41]"
Friday,08:30,08:44,E,F2,Low,Low,17,15,0,0,"[11, 17, 16, 17, 13, 12, 12, 13, 17, 16, 17, 15, 14, 12, 14]"
Friday,08:30,08:44,Student Services,F2,High,High,52,0,13,2,"[44, 44, 44, 44, 44, 52, 49, 49, 51, 41, 46, 42, 37, 39, 36]"
Friday,08:30,08:44,Library,F2,Low,Low,18,15,0,0,"[14, 13, 13, 14, 17, 12, 12, 16, 17, 14, 13, 15, 18, 18, 17]"
Friday,08:45,08:59,Amphitheatre,F1,Medium,Medium,50,0,15,0,"[43, 47, 44, 48, 45, 46, 46, 49, 47, 50, 44, 46, 48, 43, 46]"
Friday,08:45,08:59,A Entrance,F1,Low,Low,29,15,0,0,"[22, 25, 27, 29, 26, 25, 23, 25, 26, 27, 25, 21, 23, 22, 21]"
Friday,08:45,08:59,A,F1,Low,Low,30,14,1,0,"[24, 22, 27, 27, 24, 24, 24, 24, 26, 30, 28, 25, 24, 24, 25]"
Friday,08:45,08:59,AB Walkway,F1,High,High,54,0,9,6,"[47, 43, 42, 44, 41, 39, 46, 49, 53, 54, 54, 53, 54, 52, 46]"
Friday,08:45,08:59,B,F1,High,High,52,0,14,1,"[38, 42, 46, 41, 45, 36, 35, 35, 40, 35, 42, 45, 46, 52, 49]"
Friday,08:45,08:59,BC Walkway,F1,High,High,54,0,11,4,"[46, 47, 43, 40, 46, 50, 54, 50, 50, 53, 53, 53, 50, 49, 43]"
Friday,08:45,08:59,C,F1,High,High,51,0,14,1,"[47, 41, 43, 42, 49, 49, 49, 43, 46, 42, 37, 47, 47, 51, 49]"
Friday,08:45,08:59,CD Walkway,F1,Low,Low,28,15,0,0,"[24, 23, 22, 19, 23, 24, 27, 26, 23, 20, 20, 26, 26, 26, 28]"
Friday,08:45,08:59,D,F1,Low,Low,30,14,1,0,"[26, 27, 26, 23, 26, 20, 21, 22, 22, 29, 30, 23, 26, 26, 27]"
Friday,08:45,08:59,DE Walkway,F1,Low,Low,32,13,2,0,"[25, 23, 29, 25, 20, 23, 24, 21, 32, 32, 29, 28, 25, 24, 28]"
Friday,08:45,08:59,E,F1,Low,Low,31,12,3,0,"[22, 25, 27, 28, 25, 25, 31, 30, 31, 26, 22, 21, 25, 24, 27]"
Friday,08:45,08:59,A Corridor,F2,Low,Low,31,12,3,0,"[23, 24, 28, 31, 30, 27, 27, 22, 26, 24, 26, 28, 28, 30, 23]"
Friday,08:45,08:59,"B (LT21,22)",F2,Low,Low,28,15,0,0,"[25, 22, 24, 24, 24, 25, 23, 25, 21, 27, 25, 26, 28, 22, 26]"
Friday,08:45,08:59,BC Walkway,F2,Medium,Medium,50,0,15,0,"[47, 47, 49, 45, 44, 49, 49, 35, 40, 40, 37, 43, 50, 41, 43]"
Friday,08:45,08:59,C,F2,Low,Low,29,15,0,0,"[21, 26, 26, 28, 28, 28, 29, 27, 24, 25, 26, 22, 21, 20, 25]"
Friday,08:45,08:59,CD Walkway,F2,Low,Low,32,14,1,0,"[27, 27, 32, 24, 27, 27, 26, 25, 26, 26, 25, 25, 24, 23, 25]"
Friday,08:45,08:59,D,F2,Medium,Medium,50,0,15,0,"[39, 39, 47, 48, 45, 45, 49, 50, 49, 44, 43, 46, 42, 42, 42]"
Friday,08:45,08:59,DE Walkway,F2,High,High,52,0,14,1,"[49, 47, 47, 43, 37, 38, 41, 41, 40, 39, 48, 52, 49, 45, 46]"
Friday,08:45,08:59,E,F2,Low,Low,20,15,0,0,"[18, 17, 19, 19, 19, 15, 19, 19, 20, 20, 18, 14, 14, 12, 12]"
Friday,08:45,08:59,Student Services,F2,High,High,53,0,14,1,"[43, 42, 47, 41, 44, 44, 43, 50, 49, 53, 43, 44, 41, 39, 43]"
Friday,08:45,08:59,Library,F2,Low,Low,17,15,0,0,"[16, 14, 15, 17, 14, 14, 15, 11, 9, 12, 12, 12, 9, 17, 14]"
Friday,09:00,09:14,Amphitheatre,F1,High,High,54,0,10,5,"[44, 48, 51, 48, 51, 54, 52, 51, 49, 50, 43, 45, 44, 43, 43]"
Friday,09:00,09:14,A Entrance,F1,Low,Low,29,15,0,0,"[23, 24, 28, 23, 29, 25, 29, 27, 23, 25, 21, 20, 22, 26, 25]"
Friday,09:00,09:14,A,F1,Low,Low,27,15,0,0,"[24, 24, 24, 25, 25, 25, 27, 26, 22, 24, 24, 24, 24, 25, 25]"
Friday,09:00,09:14,AB Walkway,F1,Medium,Medium,49,0,15,0,"[40, 41, 41, 43, 45, 43, 41, 40, 45, 45, 49, 49, 46, 44, 42]"
Friday,09:00,09:14,B,F1,Medium,Medium,47,0,15,0,"[41, 40, 40, 45, 44, 42, 43, 44, 47, 45, 41, 39, 39, 36, 37]"
Friday,09:00,09:14,BC Walkway,F1,Medium,Medium,50,0,15,0,"[41, 41, 46, 43, 37, 37, 42, 42, 45, 44, 44, 47, 45, 48, 50]"
Friday,09:00,09:14,C,F1,High,High,55,0,10,5,"[44, 51, 51, 55, 55, 53, 43, 44, 45, 37, 39, 39, 38, 36, 43]"
Friday,09:00,09:14,CD Walkway,F1,Low,Low,29,15,0,0,"[26, 26, 25, 25, 27, 28, 27, 26, 27, 28, 29, 25, 25, 24, 21]"
Friday,09:00,09:14,D,F1,Low,Low,29,15,0,0,"[26, 27, 27, 25, 25, 24, 24, 22, 22, 24, 25, 26, 28, 29, 26]"
Friday,09:00,09:14,DE Walkway,F1,Low,Low,30,14,1,0,"[30, 29, 22, 23, 25, 24, 25, 28, 26, 25, 22, 21, 21, 22, 24]"
Friday,09:00,09:14,E,F1,Low,Low,31,13,2,0,"[27, 27, 28, 28, 30, 31, 29, 25, 23, 24, 25, 25, 27, 24, 25]"
Friday,09:00,09:14,A Corridor,F2,Low,Low,32,14,1,0,"[28, 28, 27, 26, 32, 28, 22, 22, 21, 20, 23, 25, 27, 26, 24]"
Friday,09:00,09:14,"B (LT21,22)",F2,Low,Low,29,15,0,0,"[28, 25, 26, 24, 23, 25, 23, 21, 21, 21, 21, 28, 29, 26, 28]"
Friday,09:00,09:14,BC Walkway,F2,High,High,51,0,14,1,"[37, 35, 46, 45, 45, 45, 45, 41, 38, 34, 35, 46, 47, 49, 51]"
Friday,09:00,09:14,C,F2,Low,Low,27,15,0,0,"[20, 23, 27, 22, 22, 24, 24, 26, 23, 26, 20, 21, 23, 21, 18]"
Friday,09:00,09:14,CD Walkway,F2,Low,Low,29,15,0,0,"[21, 27, 24, 24, 29, 28, 29, 23, 23, 28, 23, 25, 28, 28, 25]"
Friday,09:00,09:14,D,F2,High,High,51,0,12,3,"[48, 51, 51, 50, 40, 39, 42, 43, 40, 44, 45, 45, 47, 49, 51]"
Friday,09:00,09:14,DE Walkway,F2,High,High,55,0,8,7,"[43, 48, 49, 51, 53, 55, 54, 53, 52, 47, 48, 51, 50, 50, 49]"
Friday,09:00,09:14,E,F2,Low,Low,16,15,0,0,"[16, 12, 9, 13, 15, 14, 13, 13, 15, 13, 11, 14, 12, 13, 16]"
Friday,09:00,09:14,Student Services,F2,High,High,52,0,13,2,"[50, 48, 51, 52, 49, 46, 46, 47, 50, 49, 47, 41, 43, 44, 39]"
Friday,09:00,09:14,Library,F2,Low,Low,16,15,0,0,"[15, 15, 16, 14, 10, 8, 14, 12, 16, 15, 14, 14, 14, 10, 8]"
Friday,09:15,09:29,Amphitheatre,F1,Medium,Medium,49,0,15,0,"[47, 48, 45, 44, 47, 44, 45, 41, 35, 38, 37, 37, 38, 49, 43]"
Friday,09:15,09:29,A Entrance,F1,Low,Low,27,15,0,0,"[23, 25, 27, 20, 20, 20, 20, 21, 22, 23, 25, 26, 23, 22, 19]"
Friday,09:15,09:29,A,F1,Low,Low,27,15,0,0,"[24, 27, 26, 23, 21, 24, 24, 24, 26, 27, 27, 25, 24, 27, 26]"
Friday,09:15,09:29,AB Walkway,F1,Medium,Medium,47,0,15,0,"[40, 40, 43, 41, 47, 39, 37, 39, 41, 44, 42, 47, 39, 37, 35]"
Friday,09:15,09:29,B,F1,Medium,Medium,49,0,15,0,"[47, 48, 46, 48, 47, 43, 44, 47, 44, 44, 42, 47, 47, 48, 49]"
Friday,09:15,09:29,BC Walkway,F1,High,High,53,0,12,3,"[46, 49, 47, 44, 45, 39, 37, 38, 38, 38, 46, 43, 52, 53, 53]"
Friday,09:15,09:29,C,F1,Medium,Medium,48,0,15,0,"[38, 38, 38, 39, 38, 40, 45, 48, 47, 41, 43, 41, 41, 38, 38]"
Friday,09:15,09:29,CD Walkway,F1,Low,Low,29,15,0,0,"[28, 27, 29, 26, 25, 26, 26, 24, 25, 26, 28, 26, 27, 28, 26]"
Friday,09:15,09:29,D,F1,Low,Low,27,15,0,0,"[19, 21, 24, 25, 20, 22, 23, 25, 26, 27, 24, 24, 23, 24, 26]"
Friday,09:15,09:29,DE Walkway,F1,Low,Low,31,12,3,0,"[31, 31, 30, 25, 23, 25, 27, 28, 25, 25, 26, 27, 18, 18, 17]"
Friday,09:15,09:29,E,F1,Low,Low,29,15,0,0,"[25, 25, 28, 29, 26, 28, 24, 24, 25, 24, 23, 26, 28, 24, 22]"
Friday,09:15,09:29,A Corridor,F2,Low,Low,27,15,0,0,"[23, 27, 24, 27, 26, 23, 20, 22, 26, 24, 27, 24, 25, 26, 26]"
Friday,09:15,09:29,"B (LT21,22)",F2,Low,Low,27,15,0,0,"[21, 22, 20, 18, 19, 17, 23, 26, 22, 21, 26, 22, 23, 27, 27]"
Friday,09:15,09:29,BC Walkway,F2,High,High,54,0,14,1,"[46, 47, 44, 48, 45, 43, 43, 47, 49, 54, 50, 48, 41, 41, 46]"
Friday,09:15,09:29,C,F2,Low,Low,29,15,0,0,"[22, 23, 28, 29, 29, 29, 26, 26, 26, 25, 25, 20, 29, 26, 24]"
Friday,09:15,09:29,CD Walkway,F2,Low,Low,31,14,1,0,"[24, 22, 23, 24, 25, 22, 27, 26, 24, 23, 23, 22, 29, 25, 31]"
Friday,09:15,09:29,D,F2,High,High,53,0,11,4,"[44, 46, 42, 41, 40, 51, 51, 50, 50, 53, 49, 49, 51, 50, 48]"
Friday,09:15,09:29,DE Walkway,F2,High,High,51,0,14,1,"[45, 46, 45, 46, 51, 43, 45, 49, 49, 40, 41, 45, 45, 43, 46]"
Friday,09:15,09:29,E,F2,Low,Low,20,15,0,0,"[16, 15, 13, 15, 10, 11, 14, 18, 18, 17, 13, 17, 17, 20, 19]"
Friday,09:15,09:29,Student Services,F2,High,High,54,0,14,1,"[48, 45, 42, 44, 43, 40, 42, 40, 45, 54, 44, 45, 45, 46, 45]"
Friday,09:15,09:29,Library,F2,Low,Low,13,15,0,0,"[13, 12, 12, 10, 10, 9, 8, 8, 11, 11, 9, 8, 9, 13, 11]"
Friday,09:30,09:44,Amphitheatre,F1,High,High,53,0,13,2,"[42, 48, 46, 44, 39, 49, 45, 47, 48, 50, 53, 52, 41, 39, 41]"
Friday,09:30,09:44,A Entrance,F1,Low,Low,31,14,1,0,"[20, 22, 25, 24, 24, 25, 26, 31, 25, 23, 20, 19, 23, 21, 26]"
Friday,09:30,09:44,A,F1,Low,Low,28,15,0,0,"[20, 22, 27, 26, 25, 27, 28, 26, 24, 21, 24, 25, 27, 26, 24]"
Friday,09:30,09:44,AB Walkway,F1,High,High,52,0,13,2,"[44, 46, 49, 44, 43, 42, 44, 50, 49, 50, 47, 47, 52, 50, 51]"
Friday,09:30,09:44,B,F1,Medium,Medium,50,0,15,0,"[36, 42, 46, 47, 46, 50, 47, 49, 44, 47, 45, 40, 38, 38, 45]"
Friday,09:30,09:44,BC Walkway,F1,Medium,Medium,47,0,15,0,"[44, 41, 43, 43, 45, 43, 47, 44, 38, 40, 40, 42, 43, 45, 44]"
Friday,09:30,09:44,C,F1,High,High,53,0,14,1,"[50, 49, 47, 42, 42, 41, 39, 38, 43, 47, 46, 53, 44, 46, 45]"
Friday,09:30,09:44,CD Walkway,F1,Low,Low,29,15,0,0,"[22, 25, 20, 27, 27, 29, 26, 25, 26, 25, 25, 26, 21, 24, 19]"
Friday,09:30,09:44,D,F1,Low,Low,30,14,1,0,"[28, 26, 26, 25, 21, 21, 20, 23, 25, 22, 25, 29, 30, 28, 24]"
Friday,09:30,09:44,DE Walkway,F1,Low,Low,27,15,0,0,"[22, 23, 24, 25, 24, 25, 27, 23, 22, 22, 25, 26, 20, 23, 26]"
Friday,09:30,09:44,E,F1,Low,Low,28,15,0,0,"[21, 22, 22, 26, 20, 20, 23, 25, 28, 28, 24, 21, 20, 19, 21]"
Friday,09:30,09:44,A Corridor,F2,Low,Low,28,15,0,0,"[20, 23, 28, 22, 24, 24, 23, 24, 25, 23, 25, 20, 25, 22, 18]"
Friday,09:30,09:44,"B (LT21,22)",F2,Low,Low,30,14,1,0,"[29, 30, 28, 29, 25, 22, 24, 21, 22, 23, 23, 27, 27, 27, 26]"
Friday,09:30,09:44,BC Walkway,F2,High,High,53,0,12,3,"[41, 41, 47, 47, 47, 45, 47, 47, 51, 39, 45, 42, 49, 53, 53]"
Friday,09:30,09:44,C,F2,Low,Low,28,15,0,0,"[25, 27, 24, 25, 25, 25, 25, 24, 23, 23, 28, 27, 28, 24, 23]"
Friday,09:30,09:44,CD Walkway,F2,Medium,Medium,30,8,7,0,"[30, 30, 30, 30, 27, 22, 21, 24, 28, 30, 30, 30, 29, 27, 27]"
Friday,09:30,09:44,D,F2,Medium,Medium,49,0,15,0,"[49, 47, 43, 37, 37, 48, 45, 45, 39, 41, 40, 38, 43, 45, 46]"
Friday,09:30,09:44,DE Walkway,F2,Medium,Medium,50,0,15,0,"[38, 42, 50, 43, 43, 39, 41, 46, 48, 46, 49, 47, 49, 50, 46]"
Friday,09:30,09:44,E,F2,Low,Low,17,15,0,0,"[17, 15, 17, 13, 13, 16, 16, 12, 14, 11, 9, 12, 14, 16, 17]"
Friday,09:30,09:44,Student Services,F2,High,High,54,0,14,1,"[34, 37, 37, 39, 40, 47, 43, 43, 45, 43, 41, 44, 43, 43, 54]"
Friday,09:30,09:44,Library,F2,Low,Low,19,15,0,0,"[17, 16, 16, 11, 13, 11, 19, 12, 14, 16, 13, 16, 16, 13, 11]"
Friday,09:45,09:59,Amphitheatre,F1,High,High,52,0,14,1,"[44, 42, 46, 50, 50, 52, 45, 43, 44, 45, 47, 47, 46, 45, 43]"
Friday,09:45,09:59,A Entrance,F1,Low,Low,27,15,0,0,"[22, 20, 22, 26, 23, 24, 24, 21, 22, 21, 23, 26, 26, 27, 25]"
Friday,09:45,09:59,A,F1,Low,Low,29,15,0,0,"[26, 27, 25, 24, 29, 29, 26, 22, 28, 29, 20, 19, 21, 24, 20]"
Friday,09:45,09:59,AB Walkway,F1,High,High,55,0,11,4,"[45, 41, 49, 44, 44, 44, 43, 44, 55, 54, 51, 51, 47, 36, 35]"
Friday,09:45,09:59,B,F1,Medium,Medium,50,0,15,0,"[44, 44, 48, 47, 50, 50, 50, 47, 48, 43, 42, 42, 40, 38, 36]"
Friday,09:45,09:59,BC Walkway,F1,High,High,53,0,14,1,"[49, 49, 48, 44, 46, 45, 44, 48, 53, 44, 45, 43, 44, 42, 43]"
Friday,09:45,09:59,C,F1,High,High,54,0,10,5,"[40, 46, 52, 50, 44, 48, 49, 44, 40, 46, 54, 52, 54, 53, 45]"
Friday,09:45,09:59,CD Walkway,F1,Low,Low,27,15,0,0,"[25, 20, 23, 22, 27, 27, 25, 22, 25, 26, 27, 27, 26, 26, 25]"
Friday,09:45,09:59,D,F1,Low,Low,28,15,0,0,"[27, 23, 23, 24, 27, 27, 26, 28, 26, 28, 23, 19, 20, 18, 17]"
Friday,09:45,09:59,DE Walkway,F1,Low,Low,27,15,0,0,"[23, 25, 25, 26, 25, 25, 26, 26, 27, 24, 22, 22, 23, 21, 24]"
Friday,09:45,09:59,E,F1,Low,Low,26,15,0,0,"[24, 24, 26, 26, 26, 26, 25, 23, 24, 23, 26, 22, 21, 23, 22]"
Friday,09:45,09:59,A Corridor,F2,Low,Low,29,15,0,0,"[20, 20, 29, 29, 29, 27, 29, 23, 28, 26, 24, 25, 26, 24, 25]"
Friday,09:45,09:59,"B (LT21,22)",F2,Low,Low,30,14,1,0,"[25, 29, 29, 29, 28, 26, 22, 25, 27, 30, 29, 27, 27, 27, 26]"
Friday,09:45,09:59,BC Walkway,F2,High,High,55,0,10,5,"[55, 54, 44, 44, 45, 40, 45, 41, 41, 45, 52, 49, 47, 51, 51]"
Friday,09:45,09:59,C,F2,Low,Low,31,12,3,0,"[22, 22, 30, 29, 28, 29, 27, 24, 22, 26, 30, 28, 29, 29, 31]"
Friday,09:45,09:59,CD Walkway,F2,Low,Low,28,15,0,0,"[26, 22, 28, 23, 24, 27, 25, 25, 22, 21, 24, 25, 26, 27, 26]"
Friday,09:45,09:59,D,F2,High,High,52,0,12,3,"[51, 52, 52, 48, 44, 39, 48, 43, 43, 43, 42, 45, 47, 50, 47]"
Friday,09:45,09:59,DE Walkway,F2,High,High,53,0,14,1,"[45, 42, 41, 50, 53, 50, 50, 47, 47, 47, 46, 45, 42, 50, 48]"
Friday,09:45,09:59,E,F2,Low,Low,20,15,0,0,"[14, 19, 20, 19, 17, 16, 13, 11, 18, 14, 13, 12, 11, 15, 16]"
Friday,09:45,09:59,Student Services,F2,High,High,52,0,11,4,"[45, 46, 50, 50, 51, 52, 50, 42, 48, 50, 48, 41, 51, 40, 51]"
Friday,09:45,09:59,Library,F2,Low,Low,18,15,0,0,"[8, 13, 10, 9, 12, 13, 16, 18, 15, 12, 12, 12, 7, 12, 7]"
Friday,10:00,10:14,Amphitheatre,F1,High,High,101,0,0,15,"[90, 68, 73, 87, 84, 91, 67, 87, 84, 83, 93, 94, 87, 101, 87]"
Friday,10:00,10:14,A Entrance,F1,Medium,Medium,45,0,15,0,"[36, 36, 38, 38, 38, 41, 44, 45, 41, 43, 42, 41, 40, 42, 41]"
Friday,10:00,10:14,A,F1,Medium,Medium,44,0,15,0,"[42, 43, 44, 37, 43, 42, 42, 42, 41, 38, 35, 34, 37, 39, 39]"
Friday,10:00,10:14,AB Walkway,F1,High,High,101,0,0,15,"[73, 85, 83, 90, 99, 100, 101, 99, 95, 94, 96, 92, 84, 87, 88]"
Friday,10:00,10:14,B,F1,High,High,106,0,0,15,"[80, 77, 80, 82, 76, 78, 84, 90, 80, 82, 94, 103, 102, 104, 106]"
Friday,10:00,10:14,BC Walkway,F1,High,High,100,0,0,15,"[92, 79, 79, 87, 86, 84, 80, 81, 80, 72, 91, 87, 100, 73, 80]"
Friday,10:00,10:14,C,F1,High,High,92,0,0,15,"[82, 92, 84, 80, 75, 75, 78, 77, 77, 74, 75, 77, 82, 91, 90]"
Friday,10:00,10:14,CD Walkway,F1,Medium,Medium,45,0,15,0,"[41, 44, 40, 39, 42, 44, 45, 44, 40, 39, 38, 38, 40, 39, 39]"
Friday,10:00,10:14,D,F1,Medium,Medium,43,0,15,0,"[43, 43, 43, 43, 42, 42, 43, 42, 42, 43, 43, 38, 39, 41, 39]"
Friday,10:00,10:14,DE Walkway,F1,Medium,Medium,45,0,15,0,"[39, 43, 45, 45, 41, 41, 37, 36, 42, 45, 43, 44, 39, 40, 40]"
Friday,10:00,10:14,E,F1,Medium,Medium,44,0,15,0,"[41, 43, 43, 42, 35, 35, 35, 35, 38, 43, 41, 42, 43, 40, 44]"
Friday,10:00,10:14,A Corridor,F2,Medium,Medium,43,0,15,0,"[40, 40, 40, 42, 39, 39, 42, 43, 42, 39, 38, 39, 38, 40, 35]"
Friday,10:00,10:14,"B (LT21,22)",F2,Medium,Medium,47,0,15,0,"[38, 36, 36, 40, 41, 40, 39, 40, 42, 42, 43, 38, 38, 44, 47]"
Friday,10:00,10:14,BC Walkway,F2,High,High,98,0,0,15,"[81, 70, 80, 80, 81, 97, 96, 87, 74, 80, 77, 80, 98, 95, 79]"
Friday,10:00,10:14,C,F2,Medium,Medium,44,0,15,0,"[44, 44, 42, 38, 39, 39, 39, 44, 38, 37, 39, 41, 42, 42, 38]"
Friday,10:00,10:14,CD Walkway,F2,Medium,Medium,43,0,15,0,"[37, 40, 38, 38, 42, 43, 42, 35, 38, 36, 37, 38, 34, 36, 40]"
Friday,10:00,10:14,D,F2,High,High,107,0,0,15,"[87, 87, 92, 91, 73, 77, 81, 76, 81, 81, 89, 91, 90, 107, 107]"
Friday,10:00,10:14,DE Walkway,F2,High,High,95,0,0,15,"[74, 92, 81, 70, 69, 75, 78, 79, 83, 82, 95, 90, 80, 77, 85]"
Friday,10:00,10:14,E,F2,Low,Low,19,15,0,0,"[11, 11, 9, 14, 17, 16, 17, 15, 14, 15, 13, 19, 19, 17, 16]"
Friday,10:00,10:14,Student Services,F2,High,High,96,0,0,15,"[85, 84, 78, 84, 93, 96, 92, 92, 82, 81, 79, 90, 78, 87, 86]"
Friday,10:00,10:14,Library,F2,Low,Low,21,15,0,0,"[16, 16, 15, 15, 17, 18, 18, 13, 18, 17, 21, 20, 14, 14, 16]"
Friday,10:15,10:29,Amphitheatre,F1,High,High,108,0,0,15,"[101, 108, 107, 107, 105, 104, 86, 82, 88, 87, 87, 93, 95, 98, 102]"
Friday,10:15,10:29,A Entrance,F1,Medium,Medium,46,0,15,0,"[44, 40, 39, 41, 41, 39, 46, 42, 42, 42, 43, 40, 39, 42, 41]"
Friday,10:15,10:29,A,F1,Medium,Medium,43,0,15,0,"[39, 43, 41, 43, 43, 41, 40, 43, 40, 43, 40, 40, 39, 42, 42]"
Friday,10:15,10:29,AB Walkway,F1,High,High,99,0,0,15,"[90, 77, 83, 87, 81, 80, 78, 91, 93, 93, 97, 93, 80, 90, 99]"
Friday,10:15,10:29,B,F1,High,High,94,0,0,15,"[67, 66, 71, 72, 87, 87, 79, 81, 91, 93, 90, 94, 76, 83, 89]"
Friday,10:15,10:29,BC Walkway,F1,High,High,98,0,0,15,"[92, 98, 95, 81, 79, 89, 92, 76, 71, 72, 75, 73, 87, 96, 88]"
Friday,10:15,10:29,C,F1,High,High,101,0,0,15,"[86, 101, 72, 73, 77, 72, 73, 73, 83, 91, 89, 89, 82, 92, 85]"
Friday,10:15,10:29,CD Walkway,F1,Medium,Medium,45,0,15,0,"[44, 45, 42, 44, 42, 43, 41, 40, 38, 38, 36, 36, 37, 37, 37]"
