Day,Start Time,End Time,Area,Floor,Prediction,Level,Predicted Max,Low Minutes,Medium Minutes,High Minutes,15min Predicted Counts
Monday,08:00,08:14,Amphitheatre,F1,High,High,53,0,12,3,"[50, 51, 53, 53, 50, 46, 43, 40, 39, 39, 42, 37, 37, 50, 48]"
Monday,08:00,08:14,A Entrance,F1,Low,Low,30,14,1,0,"[25, 26, 28, 29, 29, 24, 23, 28, 28, 28, 26, 27, 27, 30, 29]"
Monday,08:00,08:14,A,F1,Low,Low,27,15,0,0,"[25, 26, 27, 26, 25, 23, 24, 22, 23, 22, 27, 25, 27, 25, 26]"
Monday,08:00,08:14,AB Walkway,F1,High,High,51,0,13,2,"[46, 44, 49, 49, 49, 51, 51, 41, 41, 41, 39, 38, 50, 46, 46]"
Monday,08:00,08:14,B,F1,Medium,Medium,50,0,15,0,"[45, 45, 41, 41, 39, 40, 38, 39, 42, 36, 36, 37, 40, 48, 50]"
Monday,08:00,08:14,BC Walkway,F1,High,High,54,0,10,5,"[47, 40, 43, 44, 46, 43, 50, 51, 49, 54, 51, 48, 47, 51, 53]"
Monday,08:00,08:14,C,F1,High,High,54,0,11,4,"[40, 54, 42, 44, 49, 52, 50, 52, 52, 48, 48, 44, 44, 43, 42]"
Monday,08:00,08:14,CD Walkway,F1,Low,Low,28,15,0,0,"[26, 25, 26, 26, 25, 26, 24, 24, 26, 23, 28, 19, 19, 21, 24]"
Monday,08:00,08:14,D,F1,Low,Low,31,12,3,0,"[29, 30, 26, 24, 28, 28, 29, 30, 31, 25, 22, 22, 23, 24, 25]"
Monday,08:00,08:14,DE Walkway,F1,Low,Low,29,15,0,0,"[26, 29, 25, 25, 23, 22, 23, 20, 20, 20, 23, 24, 26, 26, 28]"
Monday,08:00,08:14,E,F1,Low,Low,29,15,0,0,"[24, 22, 22, 20, 20, 28, 29, 27, 24, 22, 25, 24, 24, 24, 25]"
Monday,08:00,08:14,A Corridor,F2,Low,Low,30,14,1,0,"[26, 25, 23, 27, 28, 29, 29, 24, 19, 26, 25, 26, 29, 30, 29]"
Monday,08:00,08:14,"B (LT21,22)",F2,Low,Low,30,14,1,0,"[28, 23, 23, 24, 27, 24, 27, 27, 26, 27, 23, 26, 26, 30, 29]"
Monday,08:00,08:14,BC Walkway,F2,Medium,Medium,49,0,15,0,"[45, 49, 43, 44, 44, 48, 49, 43, 43, 40, 42, 46, 48, 45, 45]"
Monday,08:00,08:14,C,F2,Low,Low,28,15,0,0,"[25, 24, 26, 26, 25, 24, 28, 28, 25, 24, 23, 24, 22, 26, 26]"
Monday,08:00,08:14,CD Walkway,F2,Low,Low,30,14,1,0,"[27, 28, 27, 26, 30, 27, 24, 23, 22, 25, 25, 23, 25, 24, 23]"
Monday,08:00,08:14,D,F2,Medium,Medium,50,0,15,0,"[42, 41, 42, 50, 44, 39, 38, 42, 44, 40, 41, 38, 43, 41, 41]"
Monday,08:00,08:14,DE Walkway,F2,High,High,55,0,10,5,"[44, 49, 52, 54, 54, 48, 55, 53, 50, 45, 43, 43, 48, 46, 45]"
Monday,08:00,08:14,E,F2,Low,Low,16,15,0,0,"[15, 15, 15, 15, 16, 14, 15, 15, 15, 15, 15, 16, 12, 11, 13]"
Monday,08:00,08:14,Student Services,F2,High,High,51,0,14,1,"[44, 43, 46, 51, 48, 49, 48, 49, 49, 46, 43, 46, 47, 46, 44]"
Monday,08:00,08:14,Library,F2,Low,Low,20,15,0,0,"[13, 13, 15, 17, 20, 18, 16, 11, 12, 20, 19, 20, 19, 19, 20]"
Monday,08:15,08:29,Amphitheatre,F1,High,High,53,0,10,5,"[43, 46, 51, 51, 48, 53, 51, 50, 49, 51, 48, 47, 48, 50, 50]"
Monday,08:15,08:29,A Entrance,F1,Low,Low,29,15,0,0,"[28, 27, 23, 25, 26, 28, 27, 28, 29, 28, 28, 26, 26, 27, 26]"
Monday,08:15,08:29,A,F1,Low,Low,31,11,4,0,"[25, 27, 27, 24, 24, 25, 25, 22, 20, 26, 30, 29, 30, 30, 31]"
Monday,08:15,08:29,AB Walkway,F1,Medium,Medium,48,0,15,0,"[41, 48, 43, 43, 48, 46, 44, 44, 43, 45, 43, 44, 45, 44, 40]"
Monday,08:15,08:29,B,F1,High,High,51,0,13,2,"[51, 49, 46, 44, 49, 43, 42, 44, 48, 45, 42, 49, 48, 44, 51]"
Monday,08:15,08:29,BC Walkway,F1,High,High,54,0,14,1,"[42, 45, 45, 48, 45, 50, 43, 42, 43, 42, 48, 50, 54, 50, 45]"
Monday,08:15,08:29,C,F1,Medium,Medium,48,0,15,0,"[44, 43, 39, 40, 44, 40, 41, 42, 41, 46, 48, 46, 46, 42, 41]"
Monday,08:15,08:29,CD Walkway,F1,Low,Low,27,15,0,0,"[25, 20, 21, 21, 25, 24, 24, 20, 22, 23, 21, 21, 21, 27, 23]"
Monday,08:15,08:29,D,F1,Low,Low,31,12,3,0,"[31, 30, 25, 25, 28, 28, 28, 29, 30, 28, 24, 28, 27, 25, 23]"
Monday,08:15,08:29,DE Walkway,F1,Low,Low,28,15,0,0,"[28, 27, 27, 22, 20, 20, 20, 23, 21, 26, 24, 22, 25, 25, 25]"
Monday,08:15,08:29,E,F1,Low,Low,27,15,0,0,"[23, 23, 25, 26, 25, 26, 19, 21, 26, 22, 27, 26, 20, 20, 23]"
Monday,08:15,08:29,A Corridor,F2,Low,Low,30,14,1,0,"[27, 23, 23, 22, 28, 29, 27, 30, 25, 26, 22, 21, 22, 23, 23]"
Monday,08:15,08:29,"B (LT21,22)",F2,Low,Low,29,15,0,0,"[25, 27, 28, 28, 24, 26, 27, 26, 26, 23, 25, 26, 29, 29, 26]"
Monday,08:15,08:29,BC Walkway,F2,High,High,54,0,9,6,"[50, 51, 51, 54, 54, 53, 43, 46, 49, 49, 41, 41, 47, 51, 42]"
Monday,08:15,08:29,C,F2,Low,Low,30,14,1,0,"[29, 30, 24, 24, 21, 19, 19, 24, 24, 26, 23, 24, 26, 24, 22]"
Monday,08:15,08:29,CD Walkway,F2,Low,Low,28,15,0,0,"[28, 25, 27, 24, 28, 28, 27, 28, 28, 27, 20, 20, 20, 24, 24]"
Monday,08:15,08:29,D,F2,High,High,55,0,10,5,"[49, 46, 53, 55, 47, 52, 51, 51, 47, 38, 46, 45, 46, 44, 43]"
Monday,08:15,08:29,DE Walkway,F2,High,High,51,0,14,1,"[47, 45, 44, 50, 49, 51, 39, 42, 39, 46, 50, 46, 43, 44, 44]"
Monday,08:15,08:29,E,F2,Low,Low,18,15,0,0,"[13, 11, 15, 14, 11, 13, 14, 17, 15, 18, 10, 11, 12, 10, 10]"
Monday,08:15,08:29,Student Services,F2,High,High,51,0,14,1,"[38, 44, 42, 43, 47, 50, 51, 45, 44, 45, 42, 45, 44, 49, 48]"
Monday,08:15,08:29,Library,F2,Low,Low,19,15,0,0,"[10, 12, 12, 14, 14, 17, 17, 17, 12, 12, 13, 16, 17, 18, 19]"
Monday,08:30,08:44,Amphitheatre,F1,High,High,54,0,14,1,"[54, 40, 36, 42, 43, 43, 43, 44, 44, 45, 48, 45, 41, 45, 47]"
Monday,08:30,08:44,A Entrance,F1,Low,Low,28,15,0,0,"[23, 22, 25, 28, 27, 28, 27, 27, 22, 24, 26, 23, 24, 23, 19]"
Monday,08:30,08:44,A,F1,Low,Low,30,14,1,0,"[24, 30, 29, 26, 24, 23, 23, 22, 22, 22, 20, 23, 25, 27, 27]"
Monday,08:30,08:44,AB Walkway,F1,High,High,51,0,14,1,"[47, 41, 40, 39, 49, 50, 45, 44, 44, 46, 45, 47, 50, 51, 49]"
Monday,08:30,08:44,B,F1,Medium,Medium,49,0,15,0,"[49, 49, 46, 45, 42, 43, 40, 44, 42, 43, 46, 42, 42, 43, 43]"
Monday,08:30,08:44,BC Walkway,F1,Medium,Medium,50,0,15,0,"[42, 48, 45, 39, 49, 49, 44, 43, 41, 43, 44, 49, 43, 50, 48]"
Monday,08:30,08:44,C,F1,High,High,51,0,13,2,"[40, 39, 41, 38, 39, 41, 46, 44, 49, 49, 45, 45, 38, 51, 51]"
Monday,08:30,08:44,CD Walkway,F1,Low,Low,29,15,0,0,"[24, 24, 24, 28, 29, 28, 27, 23, 20, 26, 22, 23, 20, 22, 22]"
Monday,08:30,08:44,D,F1,Low,Low,30,14,1,0,"[29, 27, 26, 27, 29, 30, 28, 29, 27, 24, 23, 20, 18, 17, 19]"
Monday,08:30,08:44,DE Walkway,F1,Low,Low,28,15,0,0,"[27, 28, 25, 22, 20, 19, 19, 23, 25, 22, 25, 21, 22, 19, 19]"
Monday,08:30,08:44,E,F1,Low,Low,25,15,0,0,"[21, 22, 22, 21, 22, 24, 25, 23, 21, 19, 19, 22, 22, 22, 25]"
Monday,08:30,08:44,A Corridor,F2,Low,Low,26,15,0,0,"[22, 22, 25, 26, 22, 21, 24, 24, 24, 19, 20, 22, 25, 23, 23]"
Monday,08:30,08:44,"B (LT21,22)",F2,Low,Low,26,15,0,0,"[26, 24, 25, 21, 19, 18, 17, 16, 22, 23, 22, 20, 21, 24, 24]"
Monday,08:30,08:44,BC Walkway,F2,High,High,51,0,14,1,"[42, 42, 43, 40, 40, 43, 44, 46, 42, 46, 42, 51, 40, 40, 44]"
Monday,08:30,08:44,C,F2,Low,Low,30,14,1,0,"[29, 25, 23, 27, 23, 27, 28, 28, 29, 30, 28, 26, 26, 22, 22]"
Monday,08:30,08:44,CD Walkway,F2,Low,Low,30,14,1,0,"[30, 23, 26, 25, 26, 24, 22, 23, 23, 24, 23, 24, 28, 23, 26]"
Monday,08:30,08:44,D,F2,Medium,Medium,49,0,15,0,"[42, 42, 42, 44, 42, 49, 48, 45, 43, 43, 44, 46, 46, 44, 47]"
Monday,08:30,08:44,DE Walkway,F2,High,High,51,0,14,1,"[51, 45, 48, 48, 43, 41, 45, 43, 45, 47, 45, 40, 39, 36, 34]"
Monday,08:30,08:44,E,F2,Low,Low,18,15,0,0,"[16, 11, 11, 16, 16, 14, 11, 10, 7, 8, 16, 18, 17, 10, 12]"
Monday,08:30,08:44,Student Services,F2,High,High,51,0,13,2,"[51, 49, 48, 51, 46, 47, 48, 47, 44, 44, 41, 40, 36, 35, 44]"
Monday,08:30,08:44,Library,F2,Low,Low,19,15,0,0,"[15, 16, 18, 19, 17, 16, 13, 12, 12, 14, 15, 15, 14, 11, 11]"
Monday,08:45,08:59,Amphitheatre,F1,High,High,53,0,10,5,"[52, 52, 44, 43, 53, 52, 50, 51, 50, 45, 49, 46, 49, 44, 41]"
Monday,08:45,08:59,A Entrance,F1,Low,Low,29,15,0,0,"[22, 26, 25, 25, 25, 23, 29, 26, 27, 27, 22, 24, 22, 19, 19]"
Monday,08:45,08:59,A,F1,Low,Low,28,15,0,0,"[28, 24, 25, 23, 22, 25, 22, 23, 25, 27, 24, 24, 25, 24, 25]"
Monday,08:45,08:59,AB Walkway,F1,High,High,52,0,14,1,"[46, 49, 52, 45, 43, 41, 41, 45, 45, 38, 40, 45, 46, 46, 41]"
Monday,08:45,08:59,B,F1,Medium,Medium,48,0,15,0,"[48, 39, 43, 39, 42, 41, 38, 48, 47, 46, 39, 44, 47, 48, 45]"
Monday,08:45,08:59,BC Walkway,F1,High,High,51,0,11,4,"[41, 38, 49, 51, 50, 50, 42, 46, 49, 51, 51, 51, 47, 44, 48]"
Monday,08:45,08:59,C,F1,High,High,51,0,13,2,"[42, 46, 44, 43, 49, 48, 49, 42, 41, 41, 39, 43, 42, 51, 51]"
Monday,08:45,08:59,CD Walkway,F1,Low,Low,30,14,1,0,"[23, 23, 28, 28, 25, 27, 27, 26, 28, 29, 29, 30, 27, 25, 27]"
Monday,08:45,08:59,D,F1,Low,Low,30,14,1,0,"[29, 30, 29, 22, 27, 28, 25, 29, 24, 24, 22, 25, 22, 22, 24]"
Monday,08:45,08:59,DE Walkway,F1,Low,Low,29,15,0,0,"[27, 28, 27, 24, 23, 21, 29, 26, 25, 27, 23, 21, 25, 22, 23]"
Monday,08:45,08:59,E,F1,Low,Low,29,15,0,0,"[26, 22, 27, 29, 27, 25, 22, 23, 19, 20, 19, 18, 22, 23, 21]"
Monday,08:45,08:59,A Corridor,F2,Low,Low,32,11,4,0,"[32, 30, 31, 31, 21, 21, 25, 25, 28, 26, 25, 28, 29, 29, 29]"
Monday,08:45,08:59,"B (LT21,22)",F2,Low,Low,27,15,0,0,"[22, 22, 21, 23, 26, 27, 24, 23, 24, 21, 24, 26, 23, 25, 25]"
Monday,08:45,08:59,BC Walkway,F2,High,High,52,0,12,3,"[52, 51, 48, 51, 42, 40, 38, 40, 41, 38, 36, 40, 38, 46, 44]"
Monday,08:45,08:59,C,F2,Low,Low,28,15,0,0,"[21, 21, 22, 23, 23, 23, 28, 26, 23, 24, 23, 20, 26, 23, 22]"
Monday,08:45,08:59,CD Walkway,F2,Low,Low,30,12,3,0,"[27, 28, 25, 28, 29, 29, 30, 30, 30, 29, 25, 25, 25, 26, 25]"
Monday,08:45,08:59,D,F2,High,High,55,0,11,4,"[55, 52, 55, 49, 50, 51, 43, 42, 45, 44, 44, 44, 42, 44, 45]"
Monday,08:45,08:59,DE Walkway,F2,Medium,Medium,48,0,15,0,"[42, 41, 42, 46, 47, 46, 43, 42, 42, 46, 47, 42, 47, 47, 48]"
Monday,08:45,08:59,E,F2,Low,Low,19,15,0,0,"[18, 19, 13, 11, 10, 11, 16, 15, 13, 13, 15, 14, 13, 11, 10]"
Monday,08:45,08:59,Student Services,F2,High,High,53,0,13,2,"[41, 39, 39, 40, 44, 47, 45, 43, 42, 43, 42, 44, 50, 52, 53]"
Monday,08:45,08:59,Library,F2,Low,Low,16,15,0,0,"[8, 16, 15, 12, 14, 13, 15, 12, 12, 14, 14, 11, 13, 9, 9]"
Monday,09:00,09:14,Amphitheatre,F1,High,High,54,0,12,3,"[40, 54, 54, 42, 42, 43, 42, 49, 51, 50, 48, 50, 48, 47, 41]"
Monday,09:00,09:14,A Entrance,F1,Low,Low,30,14,1,0,"[26, 24, 30, 29, 27, 25, 26, 27, 27, 23, 24, 22, 24, 25, 27]"
Monday,09:00,09:14,A,F1,Low,Low,30,12,3,0,"[26, 25, 25, 27, 27, 27, 23, 22, 24, 23, 22, 30, 30, 26, 30]"
Monday,09:00,09:14,AB Walkway,F1,Medium,Medium,48,0,15,0,"[38, 38, 42, 44, 44, 41, 47, 48, 42, 41, 34, 40, 40, 41, 40]"
Monday,09:00,09:14,B,F1,High,High,51,0,13,2,"[35, 42, 48, 48, 45, 44, 43, 48, 42, 41, 46, 51, 46, 43, 51]"
Monday,09:00,09:14,BC Walkway,F1,High,High,54,0,13,2,"[44, 48, 52, 45, 50, 48, 41, 42, 42, 38, 44, 46, 54, 49, 50]"
Monday,09:00,09:14,C,F1,High,High,52,0,13,2,"[41, 43, 47, 46, 48, 49, 51, 52, 48, 41, 39, 42, 42, 45, 36]"
Monday,09:00,09:14,CD Walkway,F1,Low,Low,29,15,0,0,"[23, 25, 23, 25, 20, 23, 22, 19, 22, 23, 24, 27, 28, 29, 23]"
Monday,09:00,09:14,D,F1,Low,Low,31,13,2,0,"[23, 23, 26, 27, 25, 25, 21, 18, 19, 20, 30, 31, 23, 25, 23]"
Monday,09:00,09:14,DE Walkway,F1,Low,Low,31,11,4,0,"[24, 24, 24, 25, 28, 26, 21, 22, 22, 30, 30, 30, 31, 29, 23]"
Monday,09:00,09:14,E,F1,Low,Low,27,15,0,0,"[22, 27, 22, 25, 25, 25, 24, 22, 20, 22, 25, 27, 26, 21, 24]"
Monday,09:00,09:14,A Corridor,F2,Low,Low,28,15,0,0,"[25, 23, 22, 21, 21, 21, 19, 19, 18, 19, 20, 20, 20, 28, 26]"
Monday,09:00,09:14,"B (LT21,22)",F2,Low,Low,28,15,0,0,"[26, 25, 24, 23, 23, 20, 19, 22, 22, 26, 25, 23, 25, 28, 26]"
Monday,09:00,09:14,BC Walkway,F2,High,High,53,0,11,4,"[46, 42, 43, 50, 47, 41, 45, 45, 52, 53, 49, 50, 52, 46, 52]"
Monday,09:00,09:14,C,F2,Low,Low,28,15,0,0,"[22, 25, 28, 25, 19, 22, 26, 27, 26, 26, 24, 26, 27, 28, 27]"
Monday,09:00,09:14,CD Walkway,F2,Low,Low,29,15,0,0,"[27, 28, 29, 23, 18, 19, 22, 20, 24, 25, 25, 26, 25, 24, 23]"
Monday,09:00,09:14,D,F2,High,High,52,0,13,2,"[51, 49, 44, 45, 49, 52, 42, 43, 47, 48, 45, 43, 43, 47, 47]"
Monday,09:00,09:14,DE Walkway,F2,High,High,52,0,14,1,"[42, 43, 49, 48, 49, 45, 52, 49, 48, 41, 41, 42, 41, 44, 48]"
Monday,09:00,09:14,E,F2,Low,Low,21,15,0,0,"[20, 21, 21, 21, 19, 18, 18, 15, 14, 13, 14, 16, 15, 13, 21]"
Monday,09:00,09:14,Student Services,F2,Medium,Medium,50,0,15,0,"[49, 49, 43, 41, 46, 45, 45, 48, 49, 50, 50, 48, 42, 47, 43]"
Monday,09:00,09:14,Library,F2,Low,Low,18,15,0,0,"[13, 14, 18, 18, 13, 13, 14, 12, 12, 13, 16, 16, 15, 12, 12]"
Monday,09:15,09:29,Amphitheatre,F1,High,High,51,0,14,1,"[49, 46, 45, 39, 45, 43, 46, 47, 50, 51, 45, 42, 41, 41, 45]"
Monday,09:15,09:29,A Entrance,F1,Low,Low,29,15,0,0,"[25, 26, 29, 27, 25, 24, 23, 22, 23, 21, 21, 20, 21, 21, 21]"
Monday,09:15,09:29,A,F1,Low,Low,30,13,2,0,"[29, 28, 28, 28, 29, 30, 30, 25, 24, 24, 24, 22, 22, 25, 26]"
Monday,09:15,09:29,AB Walkway,F1,High,High,54,0,12,3,"[40, 48, 36, 38, 40, 40, 37, 43, 45, 44, 49, 42, 52, 53, 54]"
Monday,09:15,09:29,B,F1,High,High,51,0,14,1,"[36, 42, 42, 37, 38, 37, 40, 46, 48, 51, 49, 49, 45, 47, 46]"
Monday,09:15,09:29,BC Walkway,F1,Medium,Medium,49,0,15,0,"[45, 45, 39, 40, 42, 37, 43, 38, 37, 45, 41, 38, 38, 42, 49]"
Monday,09:15,09:29,C,F1,High,High,51,0,14,1,"[48, 51, 43, 43, 46, 45, 38, 39, 43, 44, 43, 43, 39, 40, 42]"
Monday,09:15,09:29,CD Walkway,F1,Low,Low,26,15,0,0,"[25, 23, 24, 24, 23, 25, 25, 22, 24, 22, 22, 21, 23, 26, 26]"
Monday,09:15,09:29,D,F1,Low,Low,30,14,1,0,"[27, 23, 22, 24, 25, 24, 24, 22, 26, 23, 25, 30, 21, 23, 26]"
Monday,09:15,09:29,DE Walkway,F1,Low,Low,29,15,0,0,"[23, 22, 24, 24, 23, 26, 28, 26, 26, 29, 27, 29, 28, 24, 24]"
Monday,09:15,09:29,E,F1,Low,Low,30,14,1,0,"[25, 27, 24, 25, 25, 27, 22, 23, 24, 25, 26, 25, 24, 30, 24]"
Monday,09:15,09:29,A Corridor,F2,Low,Low,32,12,3,0,"[29, 25, 25, 30, 25, 26, 32, 31, 29, 27, 22, 27, 27, 25, 27]"
Monday,09:15,09:29,"B (LT21,22)",F2,Low,Low,29,15,0,0,"[29, 29, 26, 25, 28, 25, 25, 29, 26, 24, 26, 27, 20, 23, 20]"
Monday,09:15,09:29,BC Walkway,F2,Medium,Medium,49,0,15,0,"[49, 46, 43, 45, 47, 47, 40, 41, 34, 34, 38, 44, 48, 42, 43]"
Monday,09:15,09:29,C,F2,Low,Low,29,15,0,0,"[20, 29, 27, 21, 22, 28, 26, 24, 25, 21, 22, 22, 26, 25, 26]"
Monday,09:15,09:29,CD Walkway,F2,Low,Low,29,15,0,0,"[24, 24, 25, 26, 27, 27, 27, 29, 27, 25, 23, 22, 22, 27, 24]"
Monday,09:15,09:29,D,F2,High,High,51,0,14,1,"[48, 42, 39, 46, 45, 43, 48, 51, 50, 47, 44, 41, 43, 43, 45]"
Monday,09:15,09:29,DE Walkway,F2,Medium,Medium,50,0,15,0,"[48, 50, 44, 43, 39, 43, 45, 47, 47, 49, 47, 39, 42, 43, 42]"
Monday,09:15,09:29,E,F2,Low,Low,18,15,0,0,"[16, 16, 14, 17, 17, 10, 11, 15, 18, 17, 15, 14, 13, 15, 14]"
Monday,09:15,09:29,Student Services,F2,Medium,Medium,48,0,15,0,"[47, 48, 45, 44, 45, 47, 44, 40, 38, 43, 47, 43, 40, 45, 46]"
Monday,09:15,09:29,Library,F2,Low,Low,18,15,0,0,"[17, 14, 12, 11, 11, 11, 18, 16, 15, 11, 11, 16, 14, 18, 14]"
Monday,09:30,09:44,Amphitheatre,F1,High,High,55,0,10,5,"[42, 45, 45, 42, 51, 53, 55, 55, 42, 41, 41, 51, 47, 44, 47]"
Monday,09:30,09:44,A Entrance,F1,Low,Low,30,14,1,0,"[27, 25, 30, 29, 28, 21, 20, 21, 23, 17, 22, 24, 24, 25, 23]"
Monday,09:30,09:44,A,F1,Low,Low,27,15,0,0,"[24, 22, 26, 27, 23, 25, 27, 21, 18, 16, 17, 22, 22, 25, 23]"
Monday,09:30,09:44,AB Walkway,F1,High,High,54,0,12,3,"[38, 40, 40, 39, 41, 37, 36, 43, 52, 54, 50, 51, 50, 47, 50]"
Monday,09:30,09:44,B,F1,Medium,Medium,48,0,15,0,"[45, 39, 46, 46, 43, 48, 46, 39, 41, 42, 43, 47, 42, 43, 43]"
Monday,09:30,09:44,BC Walkway,F1,High,High,51,0,13,2,"[48, 49, 43, 44, 47, 45, 40, 41, 42, 45, 51, 51, 45, 45, 42]"
Monday,09:30,09:44,C,F1,Medium,Medium,47,0,15,0,"[47, 46, 46, 47, 47, 45, 39, 37, 40, 39, 41, 36, 37, 39, 41]"
Monday,09:30,09:44,CD Walkway,F1,Low,Low,28,15,0,0,"[27, 26, 24, 24, 21, 28, 28, 28, 24, 23, 21, 25, 25, 24, 26]"
Monday,09:30,09:44,D,F1,Low,Low,30,14,1,0,"[25, 25, 29, 29, 29, 28, 29, 22, 19, 26, 28, 23, 21, 21, 30]"
Monday,09:30,09:44,DE Walkway,F1,Low,Low,27,15,0,0,"[24, 24, 26, 27, 24, 25, 25, 23, 24, 25, 20, 20, 19, 20, 21]"
Monday,09:30,09:44,E,F1,Low,Low,30,14,1,0,"[25, 25, 26, 24, 27, 26, 23, 30, 24, 24, 23, 23, 25, 26, 23]"
Monday,09:30,09:44,A Corridor,F2,Low,Low,30,14,1,0,"[26, 26, 30, 19, 19, 19, 19, 22, 22, 22, 24, 24, 25, 28, 29]"
Monday,09:30,09:44,"B (LT21,22)",F2,Low,Low,29,15,0,0,"[26, 24, 24, 22, 20, 17, 17, 22, 25, 29, 26, 24, 29, 28, 27]"
Monday,09:30,09:44,BC Walkway,F2,High,High,54,0,11,4,"[42, 52, 44, 46, 43, 41, 41, 43, 41, 45, 46, 43, 54, 51, 51]"
Monday,09:30,09:44,C,F2,Low,Low,27,15,0,0,"[25, 24, 26, 22, 22, 21, 18, 19, 21, 27, 25, 22, 27, 25, 23]"
Monday,09:30,09:44,CD Walkway,F2,Low,Low,29,15,0,0,"[25, 25, 28, 28, 29, 27, 27, 26, 26, 28, 24, 26, 26, 26, 27]"
Monday,09:30,09:44,D,F2,High,High,53,0,11,4,"[43, 44, 52, 53, 44, 44, 47, 52, 51, 48, 47, 44, 41, 40, 39]"
Monday,09:30,09:44,DE Walkway,F2,Medium,Medium,50,0,15,0,"[47, 38, 37, 43, 44, 43, 42, 41, 43, 50, 45, 50, 49, 47, 50]"
Monday,09:30,09:44,E,F2,Low,Low,19,15,0,0,"[19, 18, 11, 11, 10, 12, 11, 10, 10, 15, 16, 11, 15, 15, 17]"
Monday,09:30,09:44,Student Services,F2,High,High,51,0,14,1,"[43, 46, 46, 42, 44, 44, 44, 42, 48, 45, 47, 44, 40, 43, 51]"
Monday,09:30,09:44,Library,F2,Low,Low,17,15,0,0,"[11, 12, 12, 16, 17, 16, 14, 13, 9, 10, 14, 11, 11, 9, 12]"
Monday,09:45,09:59,Amphitheatre,F1,Medium,Medium,49,0,15,0,"[49, 48, 47, 40, 38, 38, 38, 40, 42, 42, 43, 48, 49, 48, 49]"
Monday,09:45,09:59,A Entrance,F1,Low,Low,30,14,1,0,"[24, 19, 17, 17, 19, 21, 23, 24, 21, 23, 23, 22, 24, 29, 30]"
Monday,09:45,09:59,A,F1,Low,Low,29,15,0,0,"[21, 22, 25, 28, 23, 29, 24, 26, 22, 21, 22, 24, 27, 26, 28]"
Monday,09:45,09:59,AB Walkway,F1,Medium,Medium,50,0,15,0,"[41, 40, 42, 46, 41, 40, 46, 49, 50, 37, 35, 37, 38, 42, 44]"
Monday,09:45,09:59,B,F1,High,High,52,0,13,2,"[37, 41, 47, 46, 45, 47, 42, 43, 45, 47, 47, 52, 49, 41, 51]"
Monday,09:45,09:59,BC Walkway,F1,High,High,54,0,13,2,"[44, 41, 41, 42, 43, 54, 46, 41, 39, 49, 48, 48, 51, 46, 50]"
Monday,09:45,09:59,C,F1,High,High,51,0,13,2,"[44, 45, 43, 47, 49, 50, 51, 45, 45, 46, 47, 41, 41, 51, 49]"
Monday,09:45,09:59,CD Walkway,F1,Low,Low,30,14,1,0,"[26, 29, 28, 27, 27, 29, 28, 27, 27, 29, 27, 28, 30, 26, 26]"
Monday,09:45,09:59,D,F1,Low,Low,30,14,1,0,"[24, 25, 20, 21, 23, 24, 28, 25, 28, 30, 25, 25, 21, 24, 25]"
Monday,09:45,09:59,DE Walkway,F1,Low,Low,27,15,0,0,"[24, 22, 24, 25, 23, 24, 25, 25, 21, 23, 25, 25, 23, 27, 27]"
Monday,09:45,09:59,E,F1,Low,Low,30,14,1,0,"[30, 28, 22, 22, 26, 25, 25, 23, 21, 21, 26, 25, 27, 28, 28]"
Monday,09:45,09:59,A Corridor,F2,Low,Low,29,15,0,0,"[29, 25, 26, 27, 24, 25, 25, 28, 26, 26, 26, 26, 21, 23, 22]"
Monday,09:45,09:59,"B (LT21,22)",F2,Low,Low,32,12,3,0,"[23, 22, 21, 20, 28, 27, 28, 27, 25, 31, 31, 32, 29, 22, 21]"
Monday,09:45,09:59,BC Walkway,F2,High,High,54,0,12,3,"[38, 40, 47, 49, 50, 47, 47, 47, 43, 41, 49, 52, 54, 52, 40]"
Monday,09:45,09:59,C,F2,Low,Low,31,11,4,0,"[27, 23, 25, 24, 27, 27, 30, 30, 31, 29, 30, 29, 26, 26, 27]"
Monday,09:45,09:59,CD Walkway,F2,Low,Low,31,14,1,0,"[24, 23, 24, 28, 27, 24, 28, 24, 25, 29, 26, 26, 25, 31, 29]"
Monday,09:45,09:59,D,F2,High,High,52,0,12,3,"[46, 46, 48, 45, 47, 51, 52, 52, 49, 50, 49, 45, 47, 47, 44]"
Monday,09:45,09:59,DE Walkway,F2,Medium,Medium,48,0,15,0,"[46, 48, 39, 40, 38, 38, 39, 45, 40, 41, 44, 46, 42, 40, 47]"
Monday,09:45,09:59,E,F2,Low,Low,19,15,0,0,"[14, 18, 19, 19, 18, 14, 15, 16, 12, 11, 17, 15, 16, 16, 18]"
Monday,09:45,09:59,Student Services,F2,High,High,51,0,12,3,"[49, 50, 51, 46, 47, 42, 43, 51, 45, 42, 47, 50, 51, 46, 41]"
Monday,09:45,09:59,Library,F2,Low,Low,21,15,0,0,"[12, 15, 21, 16, 16, 19, 13, 13, 11, 11, 12, 8, 13, 14, 11]"
Monday,10:00,10:14,Amphitheatre,F1,High,High,93,0,0,15,"[75, 74, 68, 78, 86, 77, 73, 74, 71, 76, 81, 72, 70, 63, 93]"
Monday,10:00,10:14,A Entrance,F1,Medium,Medium,46,0,15,0,"[34, 42, 44, 42, 45, 43, 40, 39, 44, 40, 42, 44, 44, 46, 43]"
